GEOID,N,Y,total_hh,home_charge_perc
06037433503,258,465,723,0.6431535269709544
06037433504,415,610,1025,0.5951219512195122
06037433601,295,992,1287,0.7707847707847708
06037433602,247,554,801,0.6916354556803995
06037433700,244,645,889,0.7255343082114736
06037433801,525,890,1415,0.6289752650176679
06037433802,166,775,941,0.8235919234856536
06037433901,631,741,1372,0.5400874635568513
06037433902,223,617,840,0.7345238095238096
06037434001,287,699,986,0.7089249492900609
06037434003,305,727,1032,0.7044573643410853
06037434004,173,540,713,0.7573632538569425
06037460000,272,1385,1657,0.835847917923959
06037460100,407,1961,2368,0.828125
06037460200,387,1629,2016,0.8080357142857143
06037460301,247,1359,1606,0.8462017434620175
06037460302,260,1121,1381,0.8117306299782766
06037460401,86,231,317,0.7287066246056783
06037460501,250,1504,1754,0.8574686431014823
06037460502,159,1179,1338,0.8811659192825112
06037460600,198,1218,1416,0.8601694915254238
06037460700,181,1378,1559,0.8838999358563181
06037460800,157,1038,1195,0.8686192468619247
06037460900,518,1484,2002,0.7412587412587412
06037461000,330,1334,1664,0.8016826923076923
06037461100,539,1298,1837,0.7065868263473054
06037461200,271,1392,1663,0.8370414912808178
06037461300,725,1739,2464,0.705762987012987
06037461400,527,753,1280,0.58828125
06037461501,407,881,1288,0.6840062111801242
06037461502,665,1010,1675,0.6029850746268657
06037461600,710,1076,1786,0.6024636058230683
06037461700,166,493,659,0.7481031866464339
06037461901,986,684,1670,0.4095808383233533
06037461902,891,300,1191,0.2518891687657431
06037462001,535,619,1154,0.5363951473136915
06037462002,683,479,1162,0.41222030981067126
06037462100,843,1019,1862,0.5472610096670247
06037462201,1302,633,1935,0.3271317829457364
06037462202,978,373,1351,0.27609178386380456
06037462301,1106,803,1909,0.42063907805133577
06037462302,1018,507,1525,0.3324590163934426
06037462400,487,1118,1605,0.6965732087227414
06037462500,697,1636,2333,0.7012430347192457
06037462600,129,716,845,0.8473372781065088
06037462700,967,1151,2118,0.5434372049102927
06037462800,404,665,1069,0.6220767072029935
06037462900,265,1097,1362,0.8054331864904553
06037463000,379,670,1049,0.6387035271687321
06037463101,203,627,830,0.755421686746988
06037463102,275,857,1132,0.7570671378091873
06037463200,516,913,1429,0.6389083275017495
06037463300,366,553,919,0.6017410228509249
06037463400,1259,1262,2521,0.50059500198334
06037463500,1859,709,2568,0.27609034267912774
06037463601,2221,992,3213,0.30874572051042637
06037463602,2062,825,2887,0.2857637686179425
06037463700,972,636,1608,0.39552238805970147
06037463800,254,1345,1599,0.8411507191994997
06037463900,660,869,1529,0.5683453237410072
06037464000,971,1550,2521,0.6148353827846093
06037464100,355,2037,2392,0.8515886287625418
06037464200,299,1796,2095,0.8572792362768497
06037480002,162,966,1128,0.8563829787234043
06037480011,809,996,1805,0.5518005540166205
06037480012,527,1122,1649,0.6804123711340206
06037480101,275,942,1217,0.7740345110928513
06037480102,410,1043,1453,0.7178251892635926
06037480201,161,1084,1245,0.8706827309236947
06037480202,136,708,844,0.8388625592417062
06037480302,963,857,1820,0.47087912087912087
06037480303,833,595,1428,0.4166666666666667
06037480304,1316,579,1895,0.30554089709762533
06037480400,1030,1188,2218,0.5356176735798016
06037480500,600,1433,2033,0.70486965076242
06037480600,1734,1503,3237,0.4643188137164041
06037480702,484,1079,1563,0.6903390914907229
06037480703,460,748,1208,0.6192052980132451
06037480704,947,839,1786,0.46976483762597987
06037480802,222,794,1016,0.781496062992126
06037480803,379,906,1285,0.7050583657587549
06037480804,992,717,1709,0.4195435927442949
06037480901,931,744,1675,0.44417910447761194
06037480902,677,617,1294,0.4768160741885626
06037480903,410,593,1003,0.5912263210368893
06037481001,745,833,1578,0.5278833967046895
06037481002,1066,1013,2079,0.48725348725348727
06037481101,830,638,1468,0.43460490463215257
06037481102,968,479,1447,0.3310297166551486
06037481103,493,972,1465,0.663481228668942
06037481201,400,804,1204,0.6677740863787376
06037481202,647,1289,1936,0.6658057851239669
06037481300,172,670,842,0.7957244655581948
06037481401,780,1053,1833,0.574468085106383
06037481402,624,1312,1936,0.6776859504132231
06037481500,402,1129,1531,0.7374265186152841
06037481603,544,672,1216,0.5526315789473685
06037481604,591,757,1348,0.5615727002967359
06037481605,447,629,1076,0.5845724907063197
06037481606,831,765,1596,0.4793233082706767
06037481711,793,590,1383,0.42660882140274764
06037481712,751,932,1683,0.5537730243612596
06037481713,416,463,879,0.5267349260523322
06037481714,483,425,908,0.46806167400881055
06037481800,131,767,898,0.8541202672605791
06037481901,419,1548,1967,0.7869852567361464
06037481902,491,648,1139,0.568920105355575
06037482001,275,754,1029,0.7327502429543246
06037482002,1025,1475,2500,0.59
06037482101,479,1005,1484,0.6772237196765498
06037482102,159,755,914,0.8260393873085339
06037482201,615,650,1265,0.5138339920948617
06037482202,707,850,1557,0.5459216441875402
06037482301,493,834,1327,0.6284853051996986
06037482303,573,979,1552,0.6307989690721649
06037482304,307,540,847,0.6375442739079102
06037482401,258,715,973,0.7348406988694759
06037482402,676,1563,2239,0.698079499776686
06037482502,215,639,854,0.7482435597189696
06037482503,286,733,1019,0.719332679097154
06037482521,329,1122,1451,0.7732598208132323
06037482522,671,845,1516,0.5573878627968337
06037482600,600,1738,2338,0.7433704020530368
06037482701,445,880,1325,0.6641509433962264
06037482702,166,636,802,0.7930174563591023
06037482800,358,983,1341,0.7330350484712901
06037500100,322,1171,1493,0.7843268586738111
06037500201,385,1824,2209,0.82571299230421
06037500202,283,1177,1460,0.8061643835616439
06037500300,292,795,1087,0.7313707451701932
06037500402,452,738,1190,0.6201680672268908
06037500403,145,922,1067,0.8641049671977507
06037500404,272,1071,1343,0.7974683544303798
06037500500,295,599,894,0.6700223713646533
06037500600,233,1049,1282,0.8182527301092044
06037500700,412,1382,1794,0.770345596432553
06037500800,262,1082,1344,0.8050595238095238
06037500900,597,1068,1665,0.6414414414414414
06037501001,177,592,769,0.7698309492847855
06037501002,219,1231,1450,0.8489655172413794
06037501200,396,1074,1470,0.7306122448979592
06037501300,765,1623,2388,0.6796482412060302
06037501400,466,770,1236,0.6229773462783171
06037501501,187,658,845,0.778698224852071
06037501503,958,906,1864,0.48605150214592274
06037501504,987,482,1469,0.3281143635125936
06037501600,641,1634,2275,0.7182417582417583
06037501700,307,889,1196,0.7433110367892977
06037501802,416,759,1175,0.6459574468085106
06037501803,931,559,1490,0.37516778523489935
06037501804,333,372,705,0.5276595744680851
06037501900,178,1098,1276,0.8605015673981191
06037502003,249,490,739,0.6630581867388363
06037502004,190,802,992,0.8084677419354839
06037502005,419,874,1293,0.6759474091260634
06037502100,475,1118,1593,0.7018204645323289
06037502200,533,1342,1875,0.7157333333333333
06037502301,295,1114,1409,0.7906316536550745
06037502302,341,404,745,0.5422818791946309
06037502401,279,998,1277,0.7815191855912295
06037502402,137,853,990,0.8616161616161616
06037502500,409,708,1117,0.6338406445837064
06037502601,263,1583,1846,0.8575297941495125
06037502602,566,773,1339,0.5772964899178491
06037502700,436,1430,1866,0.7663451232583065
06037502801,318,1374,1692,0.8120567375886525
06037502802,724,557,1281,0.4348165495706479
06037502901,214,1230,1444,0.8518005540166205
06037502902,283,692,975,0.7097435897435898
06037503000,316,916,1232,0.7435064935064936
06037503103,228,901,1129,0.7980513728963685
06037503104,143,482,625,0.7712
06037503105,377,679,1056,0.6429924242424242
06037503106,397,783,1180,0.6635593220338983
06037503201,120,975,1095,0.8904109589041096
06037503202,382,911,1293,0.7045630317092034
06037503301,134,870,1004,0.8665338645418327
06037503302,609,1240,1849,0.670632774472688
06037503401,667,1542,2209,0.698053417836125
06037503402,316,1026,1342,0.7645305514157973
06037503501,660,1346,2006,0.67098703888335
06037503502,218,993,1211,0.8199834847233691
06037503601,224,991,1215,0.8156378600823045
06037503602,167,1015,1182,0.8587140439932318
06037503701,550,1157,1707,0.6777973052138254
06037503702,493,1260,1753,0.7187678265830005
06037503703,944,1976,2920,0.6767123287671233
06037503801,293,874,1167,0.7489288774635818
06037503802,407,1215,1622,0.749075215782984
06037503901,115,712,827,0.8609431680773881
06037503902,215,1163,1378,0.8439767779390421
06037504001,274,813,1087,0.7479300827966882
06037504002,265,1217,1482,0.8211875843454791
06037504101,408,929,1337,0.6948391922213911
06037504102,1,8,9,0.8888888888888888
06037530003,128,833,961,0.8668054110301769
06037530004,397,716,1113,0.6433063791554358
06037530005,268,1074,1342,0.8002980625931445
06037530006,970,472,1442,0.3273231622746186
06037530101,849,835,1684,0.49584323040380046
06037530102,662,970,1632,0.5943627450980392
06037530202,297,909,1206,0.753731343283582
06037530203,496,489,985,0.4964467005076142
06037530204,598,547,1145,0.4777292576419214
06037530301,235,404,639,0.6322378716744914
06037530302,689,1208,1897,0.6367949393779652
06037530400,565,638,1203,0.5303408146300914
06037530500,437,681,1118,0.6091234347048301
06037530601,298,553,851,0.6498237367802585
06037530602,117,296,413,0.7167070217917676
06037530700,193,354,547,0.6471663619744058
06037530801,517,949,1466,0.6473396998635743
06037530802,241,673,914,0.7363238512035011
06037530901,342,561,903,0.6212624584717608
06037530902,399,661,1060,0.6235849056603774
06037531000,404,880,1284,0.6853582554517134
06037531101,394,847,1241,0.6825141015310233
06037531102,367,530,897,0.5908584169453734
06037531201,527,745,1272,0.585691823899371
06037531202,389,756,1145,0.6602620087336245
06037531301,489,743,1232,0.6030844155844156
06037531302,517,973,1490,0.6530201342281879
06037531502,334,473,807,0.5861214374225526
06037531503,310,427,737,0.5793758480325645
06037531504,359,693,1052,0.658745247148289
06037531602,439,756,1195,0.6326359832635984
06037531603,296,579,875,0.6617142857142857
06037531604,427,499,926,0.5388768898488121
06037531701,520,837,1357,0.6168017686072218
06037531702,622,723,1345,0.537546468401487
06037531800,475,803,1278,0.6283255086071987
06037531901,680,982,1662,0.5908543922984356
06037531902,354,802,1156,0.6937716262975778
06037532001,567,442,1009,0.4380574826560951
06037532002,388,548,936,0.5854700854700855
06037532101,904,870,1774,0.4904171364148816
06037532102,273,740,1013,0.7305034550839091
06037532200,791,963,1754,0.54903078677309
06037532302,262,868,1130,0.768141592920354
06037532303,422,917,1339,0.684839432412248
06037532304,476,614,1090,0.563302752293578
06037532400,6,15,21,0.7142857142857143
06037532500,554,566,1120,0.5053571428571428
06037532603,379,380,759,0.5006587615283268
06037532604,392,295,687,0.4294032023289665
06037532605,710,362,1072,0.3376865671641791
06037532606,787,491,1278,0.3841940532081377
06037532700,290,401,691,0.5803183791606368
06037532800,385,623,1008,0.6180555555555556
06037532900,711,942,1653,0.5698729582577132
06037533001,378,666,1044,0.6379310344827587
06037533002,200,397,597,0.6649916247906198
06037533103,471,344,815,0.42208588957055215
06037533104,835,431,1266,0.3404423380726698
06037533105,342,305,647,0.4714064914992272
06037533106,210,189,399,0.47368421052631576
06037533107,539,396,935,0.4235294117647059
06037533201,270,406,676,0.6005917159763313
06037533202,220,428,648,0.6604938271604939
06037533203,188,227,415,0.5469879518072289
06037533300,407,461,868,0.5311059907834101
06037533401,429,789,1218,0.6477832512315271
06037533402,484,578,1062,0.544256120527307
06037533403,312,430,742,0.5795148247978437
06037533501,333,390,723,0.5394190871369294
06037533502,152,331,483,0.6853002070393375
06037533503,207,261,468,0.5576923076923077
06037533601,470,649,1119,0.579982126899017
06037533602,632,774,1406,0.55049786628734
06037533603,880,903,1783,0.5064498037016265
06037533701,416,484,900,0.5377777777777778
06037533702,324,544,868,0.6267281105990783
06037533703,358,679,1037,0.6547733847637416
06037533803,694,906,1600,0.56625
06037533804,477,716,1193,0.6001676445934618
06037533805,414,510,924,0.551948051948052
06037533806,395,552,947,0.5828933474128828
06037533901,478,975,1453,0.6710254645560908
06037533902,376,582,958,0.6075156576200418
06037534001,489,778,1267,0.6140489344909235
06037534002,314,694,1008,0.6884920634920635
06037534101,166,339,505,0.6712871287128713
06037534102,590,873,1463,0.596719070403281
06037534201,421,606,1027,0.5900681596884129
06037534202,527,752,1279,0.5879593432369038
06037534203,382,481,863,0.5573580533024334
06037534301,601,535,1136,0.4709507042253521
06037534302,354,480,834,0.5755395683453237
06037534403,351,363,714,0.5084033613445378
06037534404,443,533,976,0.5461065573770492
06037534405,494,468,962,0.4864864864864865
06037534406,507,561,1068,0.5252808988764045
06037534501,413,826,1239,0.6666666666666666
06037534502,229,759,988,0.7682186234817814
06037534700,208,800,1008,0.7936507936507936
06037534802,194,511,705,0.724822695035461
06037534803,467,710,1177,0.6032285471537808
06037534804,259,626,885,0.7073446327683616
06037534900,467,1009,1476,0.6836043360433605
06037535001,406,613,1019,0.6015701668302257
06037535002,284,558,842,0.66270783847981
06037535101,606,1189,1795,0.6623955431754874
06037535102,320,723,1043,0.6931927133269415
06037535200,391,872,1263,0.6904196357878069
06037535300,400,1028,1428,0.7198879551820728
06037535400,280,491,771,0.6368352788586251
06037535501,510,507,1017,0.49852507374631266
06037535502,567,679,1246,0.5449438202247191
06037535503,286,357,643,0.5552099533437014
06037535603,468,551,1019,0.5407262021589794
06037535604,385,635,1020,0.6225490196078431
06037535605,584,538,1122,0.47950089126559714
06037535606,191,260,451,0.5764966740576497
06037535607,367,723,1090,0.6633027522935779
06037535701,570,850,1420,0.5985915492957746
06037535702,678,761,1439,0.5288394718554552
06037535802,559,1050,1609,0.6525792417650714
06037535803,535,586,1121,0.5227475468331847
06037535804,624,722,1346,0.5364041604754829
06037535901,489,959,1448,0.662292817679558
06037535902,316,1262,1578,0.7997465145754119
06037536000,541,467,1008,0.4632936507936508
06037536102,373,663,1036,0.63996138996139
06037536103,505,976,1481,0.6590141796083727
06037536104,415,617,1032,0.5978682170542635
06037536200,605,1340,1945,0.6889460154241646
06037540000,624,963,1587,0.6068052930056711
06037540101,375,1100,1475,0.7457627118644068
06037540102,346,1216,1562,0.7784891165172856
06037540201,377,214,591,0.36209813874788493
06037540202,931,670,1601,0.4184884447220487
06037540203,666,616,1282,0.48049921996879874
06037540300,419,753,1172,0.6424914675767918
06037540400,126,316,442,0.7149321266968326
06037540501,303,750,1053,0.7122507122507122
06037540502,849,605,1454,0.4160935350756534
06037540600,474,656,1130,0.5805309734513274
06037540700,242,568,810,0.7012345679012346
06037540800,386,1128,1514,0.7450462351387054
06037540901,295,906,1201,0.7543713572023314
06037540902,353,1134,1487,0.7626092804303968
06037541001,59,306,365,0.8383561643835616
06037541002,266,716,982,0.7291242362525459
06037541100,276,642,918,0.6993464052287581
06037541200,388,1465,1853,0.7906098219104155
06037541300,317,1156,1473,0.7847929395790902
06037541400,591,1105,1696,0.6515330188679245
06037541500,541,808,1349,0.5989621942179392
06037541603,249,427,676,0.6316568047337278
06037541604,637,816,1453,0.5615966964900206
06037541605,522,767,1289,0.5950349107835532
06037541606,293,318,611,0.5204582651391162
06037541700,350,1046,1396,0.7492836676217765
06037541801,500,822,1322,0.6217851739788199
06037541802,328,822,1150,0.7147826086956521
06037542000,322,819,1141,0.7177914110429447
06037542103,271,576,847,0.680047225501771
06037542104,180,526,706,0.7450424929178471
06037542105,367,728,1095,0.6648401826484018
06037542106,325,452,777,0.5817245817245817
