GEOID,N,Y,total_hh,home_charge_perc
06037920016,170,1001,1171,0.8548249359521777
06037920017,269,982,1251,0.7849720223820943
06037920018,87,609,696,0.875
06037920020,399,1577,1976,0.7980769230769231
06037920023,202,531,733,0.7244201909959073
06037920026,16,85,101,0.8415841584158416
06037920028,411,1703,2114,0.8055818353831599
06037920029,855,1000,1855,0.5390835579514824
06037920030,400,1290,1690,0.7633136094674556
06037920031,629,1365,1994,0.6845536609829489
06037920032,136,895,1031,0.8680892337536372
06037920033,49,107,156,0.6858974358974359
06037920034,264,820,1084,0.7564575645756457
06037920035,576,1551,2127,0.7291960507757405
06037920036,268,660,928,0.7112068965517241
06037920037,2132,970,3102,0.3127014829142489
06037920038,340,274,614,0.44625407166123776
06037920039,161,477,638,0.7476489028213166
06037920040,385,856,1241,0.6897663174858985
06037920041,238,222,460,0.4826086956521739
06037920042,1029,1307,2336,0.5595034246575342
06037920043,439,1579,2018,0.7824578790882062
06037920044,222,610,832,0.7331730769230769
06037920045,216,1126,1342,0.8390461997019374
06037920102,578,1228,1806,0.6799557032115172
06037920104,109,741,850,0.8717647058823529
06037920106,153,762,915,0.8327868852459016
06037920107,321,1351,1672,0.8080143540669856
06037920108,478,1271,1749,0.7267009719839909
06037920109,622,1457,2079,0.7008177008177008
06037920110,289,692,981,0.7054026503567788
06037920111,118,776,894,0.8680089485458613
06037920112,390,1088,1478,0.7361299052774019
06037920114,928,1330,2258,0.5890168290522586
06037920115,499,1019,1518,0.6712779973649539
06037920116,292,1348,1640,0.8219512195121951
06037920118,215,1588,1803,0.8807542983915696
06037920119,67,470,537,0.8752327746741154
06037920303,299,323,622,0.5192926045016077
06037920312,899,1202,2101,0.5721085197524988
06037920313,296,1234,1530,0.8065359477124183
06037920314,272,663,935,0.7090909090909091
06037920322,237,759,996,0.7620481927710844
06037920326,1086,1360,2446,0.5560098119378577
06037920328,392,443,835,0.5305389221556887
06037920329,1366,1576,2942,0.5356900067980965
06037920330,584,954,1538,0.6202860858257477
06037920331,269,978,1247,0.7842822774659182
06037920332,220,362,582,0.6219931271477663
06037920334,719,1465,2184,0.6707875457875457
06037920336,796,848,1644,0.5158150851581509
06037920337,1098,817,1915,0.4266318537859008
06037920338,315,1426,1741,0.8190695002871913
06037920339,648,1735,2383,0.7280738564834243
06037930101,7,28,35,0.8
06037930200,34,113,147,0.7687074829931972
06037930301,29,166,195,0.8512820512820513
06037980008,10,7,17,0.4117647058823529
06037980010,24,32,56,0.5714285714285714
06037980014,4,1,5,0.2
06037980015,256,94,350,0.26857142857142857
06037980019,30,35,65,0.5384615384615384
06037980021,1,7,8,0.875
06037980024,20,55,75,0.7333333333333333
06037980026,NA,4,NA,NA
06037980031,17,7,24,0.2916666666666667
06037980033,14,2,16,0.125
06039000102,351,1444,1795,0.8044568245125349
06039000103,521,1566,2087,0.7503593675131768
06039000104,323,1361,1684,0.8081947743467933
06039000106,287,1786,2073,0.8615533043897733
06039000108,650,2164,2814,0.7690120824449183
06039000109,176,670,846,0.7919621749408984
06039000201,106,326,432,0.7546296296296297
06039000202,386,1415,1801,0.7856746252082176
06039000300,725,1644,2369,0.6939636977627691
06039000400,81,270,351,0.7692307692307693
06039000502,960,2196,3156,0.6958174904942965
06039000503,800,2165,2965,0.730185497470489
06039000506,222,1368,1590,0.8603773584905661
06039000507,416,2233,2649,0.8429596073990185
06039000508,344,1565,1909,0.819800942902043
06039000509,284,1783,2067,0.8626028059990324
06039000602,511,773,1284,0.6020249221183801
06039000603,585,884,1469,0.6017699115044248
06039000604,493,869,1362,0.6380323054331865
06039000700,971,3057,4028,0.7589374379344588
06039000800,854,1120,1974,0.5673758865248227
06039000900,848,1676,2524,0.6640253565768621
06039001000,254,1398,1652,0.8462469733656174
06041101100,155,943,1098,0.8588342440801457
06041101200,194,992,1186,0.836424957841484
06041102100,227,778,1005,0.7741293532338308
06041102202,554,1806,2360,0.7652542372881356
06041102203,965,1236,2201,0.5615629259427533
06041103100,394,2518,2912,0.8646978021978022
06041103200,971,1894,2865,0.6610820244328097
06041104101,1065,2218,3283,0.675601583917149
06041104102,977,1239,2216,0.5591155234657039
06041104200,972,1573,2545,0.6180746561886051
06041104300,93,572,665,0.8601503759398497
06041105000,949,1841,2790,0.6598566308243727
06041106001,1219,919,2138,0.42984097287184286
06041106002,553,1682,2235,0.752572706935123
06041107000,407,2019,2426,0.8322341302555647
06041108100,558,2080,2638,0.7884761182714177
06041108200,1368,1543,2911,0.5300583991755411
06041109001,811,1008,1819,0.554150632215503
06041109002,600,1135,1735,0.654178674351585
06041110100,843,1523,2366,0.6437024513947591
06041110200,346,1829,2175,0.840919540229885
06041111000,1532,1272,2804,0.4536376604850214
06041112100,695,1186,1881,0.6305156831472621
06041112201,1340,550,1890,0.291005291005291
06041112202,695,628,1323,0.47467876039304613
06041113000,277,1208,1485,0.8134680134680135
06041114100,521,1696,2217,0.7649977447000451
06041114200,522,918,1440,0.6375
06041115000,504,2164,2668,0.8110944527736131
06041116000,303,1006,1309,0.7685255920550038
06041117000,694,1275,1969,0.6475368207211782
06041118100,119,693,812,0.853448275862069
06041119100,403,1471,1874,0.7849519743863393
06041119201,1263,617,1880,0.3281914893617021
06041119202,145,1057,1202,0.8793677204658902
06041120000,930,1748,2678,0.6527259148618372
06041121100,697,1537,2234,0.6880035810205909
06041121200,998,1474,2472,0.5962783171521036
06041123000,177,713,890,0.801123595505618
06041124100,694,1593,2287,0.6965456930476607
06041124200,1016,1504,2520,0.5968253968253968
06041125000,884,991,1875,0.5285333333333333
06041126100,490,1977,2467,0.8013781921361978
06041126200,874,1079,1953,0.5524833589349718
06041127000,402,1557,1959,0.7947932618683001
06041128100,663,2200,2863,0.7684247293049249
06041128200,361,1557,1918,0.8117831074035453
06041129000,802,427,1229,0.34743694060211555
06041130201,791,1043,1834,0.5687022900763359
06041130202,1082,1413,2495,0.5663326653306613
06041131100,156,292,448,0.6517857142857143
06041132100,188,725,913,0.7940854326396495
06041132200,149,725,874,0.8295194508009154
06041133000,264,936,1200,0.78
06043000101,538,1280,1818,0.7040704070407041
06043000102,276,927,1203,0.770573566084788
06043000200,320,1112,1432,0.776536312849162
06043000301,362,1228,1590,0.7723270440251573
06043000302,189,982,1171,0.838599487617421
06043000400,219,210,429,0.48951048951048953
06045010100,175,845,1020,0.8284313725490197
06045010200,366,1316,1682,0.7824019024970273
06045010300,349,1430,1779,0.8038223721191681
06045010400,385,987,1372,0.7193877551020408
06045010500,720,1061,1781,0.5957327344188658
06045010600,645,2132,2777,0.7677349657904213
06045010700,925,1459,2384,0.611996644295302
06045010801,341,1692,2033,0.8322675848499754
06045010802,144,592,736,0.8043478260869565
06045010900,403,1302,1705,0.7636363636363637
06045011001,191,837,1028,0.8142023346303502
06045011002,559,2169,2728,0.7950879765395894
06045011102,361,1518,1879,0.8078765300691857
06045011200,258,777,1035,0.7507246376811594
06045011300,807,1249,2056,0.6074902723735408
06045011400,254,1471,1725,0.8527536231884058
06045011500,826,1459,2285,0.6385120350109409
06045011600,1068,1146,2214,0.5176151761517616
06045011700,335,1092,1427,0.7652417659425368
06045011800,174,588,762,0.7716535433070866
06047000201,261,913,1174,0.7776831345826235
06047000202,144,411,555,0.7405405405405405
06047000203,488,2014,2502,0.8049560351718625
06047000301,358,1018,1376,0.7398255813953488
06047000303,178,590,768,0.7682291666666666
06047000304,712,1926,2638,0.730098559514784
06047000401,152,388,540,0.7185185185185186
06047000402,728,2410,3138,0.7680050987890376
06047000503,157,500,657,0.76103500761035
06047000504,528,1383,1911,0.7237048665620094
06047000505,441,1369,1810,0.7563535911602209
06047000601,527,1172,1699,0.6898175397292525
06047000602,324,838,1162,0.7211703958691911
06047000603,650,1236,1886,0.6553552492046659
06047000701,346,651,997,0.6529588766298897
06047000702,271,1656,1927,0.8593668915412558
06047000801,662,1038,1700,0.6105882352941177
06047000802,279,1132,1411,0.8022678951098512
06047000901,248,775,1023,0.7575757575757576
06047000902,557,2022,2579,0.7840248158200853
06047001002,1272,3057,4329,0.7061677061677062
06047001003,725,707,1432,0.4937150837988827
06047001004,1123,594,1717,0.3459522422830518
06047001005,467,467,934,0.5
06047001101,514,1556,2070,0.7516908212560387
06047001200,393,1416,1809,0.7827529021558872
06047001301,422,736,1158,0.6355785837651122
06047001302,554,580,1134,0.5114638447971781
06047001401,498,908,1406,0.6458036984352774
06047001402,422,1115,1537,0.7254391672088484
06047001501,121,584,705,0.8283687943262411
06047001502,247,448,695,0.6446043165467625
06047001503,587,582,1169,0.49786142001710865
06047001601,604,462,1066,0.4333958724202627
06047001602,440,1254,1694,0.7402597402597403
06047001700,656,1291,1947,0.6630713918849512
06047001801,172,941,1113,0.8454627133872417
06047001901,349,1260,1609,0.7830950901180858
06047001902,162,600,762,0.7874015748031497
06047002000,719,2104,2823,0.7453064116188453
06047002100,324,841,1165,0.7218884120171674
06047002201,697,1296,1993,0.650275965880582
06047002202,508,2091,2599,0.8045402077722201
06047002301,314,1896,2210,0.857918552036199
06047002302,977,3099,4076,0.7603042198233563
06047002401,138,418,556,0.7517985611510791
06047002402,501,1758,2259,0.7782204515272244
06047002500,182,604,786,0.7684478371501272
06047002600,352,1450,1802,0.804661487236404
06049000100,327,1103,1430,0.7713286713286713
06049000200,134,509,643,0.7916018662519441
06049000300,163,819,982,0.8340122199592668
06049000400,107,454,561,0.8092691622103387
06051000101,221,1030,1251,0.8233413269384492
06051000102,234,766,1000,0.766
06051000200,1223,1291,2514,0.5135242641209228
06053000101,119,408,527,0.7741935483870968
06053000102,415,1833,2248,0.8153914590747331
06053000103,650,698,1348,0.5178041543026706
06053000104,162,773,935,0.8267379679144385
06053000200,501,1258,1759,0.7151790790221717
06053000300,327,1002,1329,0.7539503386004515
06053000400,1312,1096,2408,0.45514950166112955
06053000501,599,532,1131,0.47038019451812557
06053000502,352,623,975,0.638974358974359
06053000600,594,900,1494,0.6024096385542169
06053000701,541,677,1218,0.5558292282430214
06053000702,720,515,1235,0.41700404858299595
06053000800,428,773,1201,0.6436303080766028
06053000900,581,648,1229,0.5272579332790887
06053001200,248,821,1069,0.7680074836295603
06053001300,616,343,959,0.35766423357664234
06053001400,298,698,996,0.7008032128514057
06053001500,1211,1358,2569,0.5286103542234333
06053001600,237,670,907,0.7386990077177509
06053001700,513,704,1217,0.5784716516023007
06053001801,260,889,1149,0.7737162750217581
06053001802,846,765,1611,0.4748603351955307
06053010101,392,615,1007,0.6107249255213505
06053010102,162,818,980,0.8346938775510204
06053010202,246,1056,1302,0.8110599078341014
06053010305,203,1204,1407,0.8557213930348259
06053010306,152,397,549,0.7231329690346083
06053010400,559,894,1453,0.6152787336545079
06053010501,358,1765,2123,0.8313707018370231
06053010504,600,843,1443,0.5841995841995842
06053010505,632,886,1518,0.5836627140974967
06053010506,715,554,1269,0.43656422379826637
06053010603,498,1506,2004,0.7514970059880239
06053010604,322,995,1317,0.7555049354593774
06053010605,267,656,923,0.7107258938244854
06053010606,450,1146,1596,0.7180451127819549
06053010607,414,382,796,0.4798994974874372
06053010608,318,233,551,0.42286751361161523
06053010701,362,2039,2401,0.8492294877134527
06053010702,192,1174,1366,0.8594436310395315
06053010804,570,820,1390,0.5899280575539568
06053010900,NA,12,NA,NA
06053011000,545,1847,2392,0.7721571906354515
06053011101,444,842,1286,0.6547433903576982
06053011102,648,2135,2783,0.7671577434423285
06053011202,395,1181,1576,0.7493654822335025
06053011203,506,954,1460,0.6534246575342466
06053011204,273,600,873,0.6872852233676976
06053011302,559,863,1422,0.6068917018284107
06053011303,259,974,1233,0.7899432278994323
06053011304,517,1248,1765,0.7070821529745043
06053011400,289,875,1164,0.7517182130584192
06053011502,231,485,716,0.6773743016759777
06053011602,793,1723,2516,0.6848171701112877
06053011604,291,712,1003,0.7098703888334995
06053011700,224,1370,1594,0.8594730238393977
06053011801,313,722,1035,0.6975845410628019
06053011802,186,706,892,0.7914798206278026
06053011900,227,1428,1655,0.8628398791540786
06053012000,545,925,1470,0.6292517006802721
06053012100,295,618,913,0.6768893756845564
06053012200,428,826,1254,0.6586921850079744
06053012302,399,562,961,0.5848074921956296
06053012401,401,548,949,0.5774499473129611
06053012402,499,793,1292,0.6137770897832817
06053012502,999,1327,2326,0.5705073086844368
06053012600,35,25,60,0.4166666666666667
06053012700,897,882,1779,0.4957841483979764
06053012800,578,1705,2283,0.7468243539202803
06053013000,1148,665,1813,0.3667953667953668
06053013100,297,335,632,0.5300632911392406
06053013200,276,1369,1645,0.8322188449848025
06053013300,1411,1145,2556,0.44796557120500785
06053013400,139,511,650,0.7861538461538462
06053013500,539,1248,1787,0.6983771684387241
06053013600,598,850,1448,0.5870165745856354
06053013700,583,817,1400,0.5835714285714285
06053013800,366,1374,1740,0.7896551724137931
06053013900,241,689,930,0.7408602150537634
06053014000,268,565,833,0.6782713085234093
06053014102,651,419,1070,0.39158878504672895
06053014105,758,559,1317,0.42444950645406226
06053014107,1201,1456,2657,0.5479864508844562
06053014201,645,1177,1822,0.645993413830955
06053014202,945,803,1748,0.4593821510297483
06053014301,596,886,1482,0.5978407557354926
06053014302,703,955,1658,0.5759951749095296
06053014500,483,1017,1500,0.678
06053014601,274,971,1245,0.7799196787148595
06053014700,558,1573,2131,0.7381511027686533
06053014800,409,1109,1518,0.730566534914361
06055200201,443,817,1260,0.6484126984126984
06055200202,494,543,1037,0.523625843780135
06055200203,246,545,791,0.6890012642225032
06055200301,723,1127,1850,0.6091891891891892
06055200302,180,735,915,0.8032786885245902
06055200400,340,1161,1501,0.7734843437708194
06055200501,601,1003,1604,0.6253117206982544
06055200503,307,404,711,0.5682137834036568
06055200504,802,1237,2039,0.6066699362432565
06055200505,566,405,971,0.41709577754891863
06055200601,246,1320,1566,0.842911877394636
06055200602,623,1128,1751,0.6442033123929183
06055200703,144,995,1139,0.8735733099209834
06055200704,515,1214,1729,0.70213996529786
06055200705,398,629,1027,0.6124634858812074
06055200706,168,948,1116,0.8494623655913979
06055200707,435,885,1320,0.6704545454545454
06055200802,910,1401,2311,0.6062310688013847
06055200803,231,623,854,0.7295081967213115
06055200804,548,1062,1610,0.6596273291925466
06055200900,31,18,49,0.3673469387755102
06055201003,393,956,1349,0.7086730911786508
06055201004,437,1307,1744,0.7494266055045872
06055201005,95,508,603,0.8424543946932007
06055201006,124,719,843,0.8529062870699882
06055201007,161,851,1012,0.8409090909090909
06055201101,113,665,778,0.8547557840616966
06055201102,114,603,717,0.8410041841004184
06055201200,492,1563,2055,0.7605839416058394
06055201300,532,840,1372,0.6122448979591837
06055201401,180,1008,1188,0.8484848484848485
06055201402,182,1024,1206,0.8490878938640133
06055201403,35,222,257,0.8638132295719845
06055201500,122,595,717,0.8298465829846583
06055201601,410,716,1126,0.6358792184724689
06055201602,455,1121,1576,0.7112944162436549
06055201700,369,1222,1591,0.7680703959773727
06055201800,131,603,734,0.8215258855585831
06055201900,99,463,562,0.8238434163701067
06055202000,689,1435,2124,0.6756120527306968
06057000102,411,2370,2781,0.8522114347357066
06057000103,490,2642,3132,0.8435504469987228
06057000104,385,1092,1477,0.7393364928909952
06057000105,149,967,1116,0.8664874551971327
06057000200,136,894,1030,0.8679611650485437
06057000300,162,890,1052,0.8460076045627376
06057000401,382,2107,2489,0.8465247087183608
06057000402,467,1963,2430,0.8078189300411522
06057000501,963,1820,2783,0.6539705353934603
06057000502,674,1453,2127,0.6831217677480019
06057000600,1402,1590,2992,0.5314171122994652
06057000701,474,2588,3062,0.8451992161985631
06057000702,255,1319,1574,0.837992376111817
06057000801,288,1759,2047,0.8593063019052272
06057000802,743,2324,3067,0.7577437235083143
06057000900,309,1261,1570,0.8031847133757962
06057001203,217,792,1009,0.7849355797819624
06057001204,159,824,983,0.8382502543234995
06057001205,245,1511,1756,0.8604783599088838
06057001206,672,1706,2378,0.7174095878889823
06059001101,363,1097,1460,0.7513698630136987
06059001102,353,707,1060,0.6669811320754717
06059001103,603,766,1369,0.5595325054784515
06059001201,695,732,1427,0.5129642606867554
06059001202,315,586,901,0.6503884572697003
06059001301,1101,1517,2618,0.579449961802903
06059001303,704,1070,1774,0.6031567080045096
06059001304,487,611,1098,0.5564663023679417
06059001401,546,848,1394,0.6083213773314203
06059001402,530,954,1484,0.6428571428571429
06059001403,126,838,964,0.8692946058091287
06059001404,249,706,955,0.7392670157068063
06059001501,616,1717,2333,0.7359622803257608
06059001503,565,1111,1676,0.6628878281622912
06059001504,709,995,1704,0.5839201877934272
06059001505,640,1744,2384,0.7315436241610739
06059001506,509,1105,1614,0.684634448574969
06059001507,1068,875,1943,0.4503345342254246
06059001601,862,1837,2699,0.6806224527602815
06059001602,403,1365,1768,0.7720588235294118
06059001704,695,1816,2511,0.7232178414974114
06059001705,390,879,1269,0.6926713947990544
06059001706,260,1019,1279,0.7967161845191556
06059001707,576,1933,2509,0.7704264647269828
06059001708,246,980,1226,0.799347471451876
06059001801,810,740,1550,0.4774193548387097
06059001802,1039,1112,2151,0.5169688516968852
06059001901,151,651,802,0.8117206982543641
06059001902,176,598,774,0.772609819121447
06059001903,283,628,911,0.6893523600439078
06059011000,812,1633,2445,0.6678936605316973
06059011101,462,850,1312,0.6478658536585366
06059011102,255,953,1208,0.7889072847682119
06059011200,636,1002,1638,0.6117216117216118
06059011300,1174,963,2137,0.45063172671970053
06059011401,234,500,734,0.6811989100817438
06059011402,109,707,816,0.866421568627451
06059011403,808,1128,1936,0.5826446280991735
06059011502,665,775,1440,0.5381944444444444
06059011503,89,451,540,0.8351851851851851
06059011504,1409,607,2016,0.3010912698412698
06059011601,1294,1008,2302,0.43788010425716767
06059011602,665,784,1449,0.5410628019323671
06059011707,914,1459,2373,0.6148335440370839
06059011708,940,708,1648,0.42961165048543687
06059011709,223,1203,1426,0.8436185133239832
06059011710,228,947,1175,0.8059574468085107
06059011711,1667,977,2644,0.3695158850226929
06059011712,638,950,1588,0.5982367758186398
06059011714,294,100,394,0.25380710659898476
06059011715,672,1792,2464,0.7272727272727273
06059011716,322,1302,1624,0.8017241379310345
06059011717,208,695,903,0.769656699889258
06059011718,152,918,1070,0.8579439252336448
06059011720,792,713,1505,0.47375415282392025
06059011721,800,673,1473,0.45689069925322473
06059011722,468,586,1054,0.5559772296015181
06059021802,967,1610,2577,0.6247574699262709
06059021807,334,1028,1362,0.7547723935389133
06059021809,240,839,1079,0.7775718257645968
06059021810,185,982,1167,0.8414738646101114
06059021812,642,1464,2106,0.6951566951566952
06059021813,NA,4,NA,NA
06059021814,963,1639,2602,0.6299000768639508
06059021815,961,2912,3873,0.7518719339013684
06059021816,327,1397,1724,0.8103248259860789
06059021817,324,948,1272,0.7452830188679245
06059021820,257,1150,1407,0.8173418621179815
06059021821,1085,1493,2578,0.5791311093871218
06059021822,566,2436,3002,0.8114590273151232
06059021823,189,1127,1316,0.8563829787234043
06059021824,111,739,850,0.8694117647058823
06059021825,210,857,1067,0.8031865042174321
06059021826,489,581,1070,0.5429906542056074
06059021827,232,756,988,0.7651821862348178
06059021828,165,1159,1324,0.8753776435045317
06059021829,247,1495,1742,0.8582089552238806
06059021830,263,1773,2036,0.8708251473477406
06059021903,178,1012,1190,0.8504201680672269
06059021905,257,1500,1757,0.8537279453614115
06059021912,226,1261,1487,0.8480161398789509
06059021913,509,1394,1903,0.7325275880189175
06059021914,377,996,1373,0.7254187909686817
06059021915,232,1170,1402,0.8345221112696148
06059021916,384,920,1304,0.7055214723926381
06059021917,183,920,1103,0.8340888485947416
06059021918,518,1161,1679,0.6914830256104825
06059021919,182,800,982,0.814663951120163
06059021920,537,2027,2564,0.7905616224648986
06059021921,179,1276,1455,0.8769759450171821
06059021922,914,1336,2250,0.5937777777777777
06059021923,670,1731,2401,0.7209496043315285
06059021924,427,1016,1443,0.704088704088704
06059032002,330,1732,2062,0.8399612027158099
06059032003,187,1360,1547,0.8791208791208791
06059032011,90,573,663,0.8642533936651584
06059032012,252,1034,1286,0.8040435458786936
06059032013,1002,1190,2192,0.5428832116788321
06059032014,889,1198,2087,0.5740297077144226
06059032015,358,1548,1906,0.8121720881427072
06059032020,307,1610,1917,0.8398539384454877
06059032022,1010,1113,2123,0.52425812529439475
06059032023,1051,3847,4898,0.7854226214781543
06059032027,853,1295,2148,0.6028864059590316
06059032028,497,761,1258,0.6049284578696343
06059032029,295,1142,1437,0.7947112038970077
06059032030,177,1117,1294,0.8632148377125193
06059032031,178,1010,1188,0.8501683501683501
06059032032,122,883,1005,0.8786069651741294
06059032033,612,807,1419,0.5687103594080338
06059032034,232,1590,1822,0.8726673984632273
06059032035,291,664,955,0.6952879581151833
06059032036,278,1012,1290,0.7844961240310078
06059032037,395,2052,2447,0.8385778504290968
06059032038,310,1787,2097,0.8521697663328565
06059032039,590,1543,2133,0.7233942803563057
06059032040,110,774,884,0.8755656108597285
06059032041,69,296,365,0.810958904109589
06059032042,374,1397,1771,0.7888198757763976
06059032043,151,1078,1229,0.8771358828315704
06059032044,295,1704,1999,0.8524262131065533
06059032045,194,812,1006,0.8071570576540755
06059032046,276,1629,1905,0.8551181102362204
06059032047,1063,995,2058,0.4834791059280855
06059032048,392,1817,2209,0.822544137618832
06059032049,922,2159,3081,0.7007465108730931
06059032050,398,1328,1726,0.7694090382387022
06059032051,1052,889,1941,0.45801133436373004
06059032053,1148,1943,3091,0.6285991588482692
06059032054,1278,1050,2328,0.45103092783505155
06059032055,619,762,1381,0.5517740767559739
06059032056,971,2579,3550,0.7264788732394366
06059032057,862,1897,2759,0.6875679594055817
06059032058,487,1893,2380,0.7953781512605042
06059032059,929,2096,3025,0.692892561983471
06059032061,353,1570,1923,0.8164326573062922
06059042103,1130,1838,2968,0.6192722371967655
06059042106,161,545,706,0.7719546742209632
06059042107,701,661,1362,0.4853157121879589
06059042108,1504,876,2380,0.3680672268907563
06059042109,760,1269,2029,0.6254312469196649
06059042111,321,1887,2208,0.8546195652173914
06059042112,390,1923,2313,0.8313878080415046
06059042113,364,1448,1812,0.7991169977924945
06059042114,558,961,1519,0.6326530612244898
06059042201,750,1647,2397,0.6871088861076345
06059042203,720,2433,3153,0.7716460513796385
06059042205,604,1863,2467,0.7551682205107418
06059042206,594,955,1549,0.6165267914783732
06059042305,242,1123,1365,0.8227106227106227
06059042307,497,1708,2205,0.7746031746031746
06059042310,1285,2120,3405,0.6226138032305433
06059042311,424,1873,2297,0.8154114061819765
06059042312,1094,1370,2464,0.5560064935064936
06059042313,1599,1372,2971,0.46179737462133963
06059042315,829,1585,2414,0.6565865782932891
06059042317,388,882,1270,0.694488188976378
06059042319,169,995,1164,0.8548109965635738
06059042320,1372,1160,2532,0.45813586097946285
06059042323,705,1543,2248,0.6863879003558719
06059042324,766,1498,2264,0.661660777385159
06059042325,507,1016,1523,0.6671043992120814
06059042326,579,1215,1794,0.677257525083612
06059042327,262,1412,1674,0.8434886499402628
06059042328,104,692,796,0.8693467336683417
06059042329,315,1147,1462,0.7845417236662107
06059042330,996,1323,2319,0.5705045278137129
06059042331,866,1313,2179,0.6025699862322166
06059042332,634,1599,2233,0.716077026421854
06059042333,410,1124,1534,0.7327249022164276
06059042334,792,1231,2023,0.6085022244191794
06059042335,1062,1488,2550,0.5835294117647059
06059042336,258,1255,1513,0.829477858559154
06059042337,301,991,1292,0.7670278637770898
06059042338,543,1439,1982,0.7260343087790111
06059042339,632,847,1479,0.572684246112238
06059052404,388,862,1250,0.6896
06059052408,354,1772,2126,0.8334901222953904
06059052410,733,1520,2253,0.6746560142032845
06059052411,312,1038,1350,0.7688888888888888
06059052415,188,1129,1317,0.8572513287775246
06059052416,320,995,1315,0.7566539923954373
06059052417,709,2155,2864,0.7524441340782123
06059052418,4527,3796,8323,0.45608554607713564
06059052419,208,899,1107,0.8121047877145439
06059052420,2238,5563,7801,0.7131137033713626
06059052421,580,1394,1974,0.7061803444782169
06059052422,1165,2089,3254,0.641979102642901
06059052423,1114,1135,2249,0.5046687416629613
06059052424,851,1091,1942,0.5617919670442842
06059052425,947,1374,2321,0.5919862128392934
06059052426,2613,4601,7214,0.6377876351538675
06059052427,449,1369,1818,0.753025302530253
06059052428,611,1648,2259,0.7295263390880921
06059052502,363,1516,1879,0.8068121341138904
06059052505,718,1197,1915,0.625065274151436
06059052506,154,680,834,0.815347721822542
06059052511,706,1499,2205,0.6798185941043083
06059052513,877,1313,2190,0.5995433789954338
06059052514,874,1260,2134,0.5904404873477038
06059052515,1378,1747,3125,0.55904
06059052517,1996,2288,4284,0.5340802987861811
06059052518,2858,950,3808,0.2494747899159664
06059052519,752,838,1590,0.5270440251572327
06059052520,442,870,1312,0.663109756097561
06059052521,1463,722,2185,0.33043478260869563
06059052522,458,921,1379,0.6678752719361857
06059052523,626,878,1504,0.5837765957446809
06059052524,1436,1372,2808,0.4886039886039886
06059052525,2738,4349,7087,0.6136588119091294
06059052526,242,1120,1362,0.8223201174743024
06059052527,691,2007,2698,0.7438843587842846
06059052528,433,840,1273,0.6598586017282011
06059062604,1810,4036,5846,0.6903865891207663
06059062605,892,826,1718,0.4807916181606519
06059062610,4018,1545,5563,0.2777278446881179
06059062611,1048,593,1641,0.36136502132845827
06059062612,949,1965,2914,0.6743308167467399
06059062614,2423,1548,3971,0.3898262402417527
06059062619,421,1260,1681,0.7495538370017847
06059062620,463,1751,2214,0.7908762420957542
06059062621,1964,2659,4623,0.5751676400605668
06059062622,1562,973,2535,0.3838264299802761
06059062625,1006,954,1960,0.48673469387755103
06059062626,587,321,908,0.3535242290748899
06059062627,902,512,1414,0.3620933521923621
06059062628,440,485,925,0.5243243243243243
06059062629,138,724,862,0.839907192575406
06059062630,212,510,722,0.7063711911357341
06059062631,251,927,1178,0.7869269949066214
06059062632,452,1251,1703,0.7345860246623606
06059062633,291,1522,1813,0.839492553778268
06059062634,527,1405,1932,0.7272256728778468
06059062635,503,1134,1637,0.6927306047648136
06059062636,747,665,1412,0.4709631728045326
06059062637,1456,871,2327,0.3743016759776536
06059062638,970,1433,2403,0.5963379109446525
06059062639,821,1798,2619,0.6865215731195112
06059062640,806,765,1571,0.486950986632718
06059062641,921,1103,2024,0.5449604743083004
06059062642,258,1035,1293,0.8004640371229699
06059062643,439,2314,2753,0.8405375953505267
06059062644,1368,1908,3276,0.5824175824175825
06059062645,789,1804,2593,0.6957192441187814
06059062646,1366,1059,2425,0.4367010309278351
06059062647,1355,996,2351,0.4236495108464483
06059062648,993,869,1862,0.46670247046186897
06059062649,1037,829,1866,0.4442658092175777
06059062701,397,967,1364,0.7089442815249267
06059062702,705,1363,2068,0.6590909090909091
06059062800,774,895,1669,0.536249251048532
06059062900,119,587,706,0.8314447592067988
06059063004,1758,1513,3271,0.4625496789972485
06059063005,416,374,790,0.47341772151898737
06059063006,352,943,1295,0.7281853281853282
06059063007,1151,1693,2844,0.5952883263009845
06059063008,409,244,653,0.37366003062787134
06059063009,141,580,721,0.8044382801664355
06059063010,1479,1558,3037,0.5130062561738558
06059063101,679,609,1288,0.47282608695652173
06059063102,1165,1641,2806,0.5848182466143977
06059063103,324,729,1053,0.6923076923076923
06059063201,674,967,1641,0.5892748324192566
06059063202,537,961,1498,0.6415220293724967
06059063301,812,614,1426,0.4305750350631136
06059063302,526,1191,1717,0.6936517181129878
06059063400,501,1407,1908,0.7374213836477987
06059063500,1202,1453,2655,0.5472693032015066
06059063601,380,1025,1405,0.7295373665480427
06059063603,1563,1371,2934,0.467280163599182
06059063604,816,775,1591,0.4871150219987429
06059063605,901,524,1425,0.36771929824561406
06059063701,947,674,1621,0.41579272054287475
06059063702,1107,874,1981,0.44119131751640583
06059063802,216,784,1000,0.784
06059063803,606,1092,1698,0.6431095406360424
06059063805,186,690,876,0.7876712328767124
06059063806,466,928,1394,0.6657101865136298
06059063807,1400,707,2107,0.33554817275747506
06059063808,819,728,1547,0.47058823529411764
